Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Predicted Rings,Residual Rings,Studentized Resid Rings
M,1,1,0,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,11,10.265741418,0.7342585816,0.3548064445
M,1,1,0,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13,10.819262646,2.1807373545,1.0533377514
M,1,1,0,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13,13.507625724,-0.507625724,-0.245926914
M,1,1,0,0.585,0.455,0.125,1.027,0.391,0.212,0.25,17,11.610810861,5.389189139,2.6169756296
F,1,0,1,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20,14.791344921,5.208655079,2.5558305515
F,1,0,1,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13,13.56053613,-0.56053613,-0.272304602
F,1,0,1,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11,11.997207518,-0.997207518,-0.482696052
M,1,1,0,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,12,10.828008119,1.1719918808,0.5664843582
F,1,0,1,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18,14.147450059,3.8525499411,1.8661728701
M,1,1,0,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18,11.634168897,6.3658311028,3.0954810262
F,1,0,1,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15,13.096653838,1.903346162,0.9243888683
F,1,0,1,0.63,0.505,0.165,1.065,0.4595,0.216,0.315,12,11.124524261,0.8754757394,0.4232536799
M,1,1,0,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19,11.65581668,7.3441833202,3.5703891064
M,1,1,0,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,15,12.191840946,2.808159054,1.3971533603
F,1,0,1,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16,13.41703974,2.58296026,1.2654759886
I,0,0,0,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12,12.67880354,-0.67880354,-0.329187805
I,0,0,0,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8,7.9425521374,0.0574478626,0.0277444073
M,1,1,0,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3,4.4314704584,-1.431470458,-0.703795983
F,1,0,1,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12,9.529421009,2.470578991,1.1952819919
F,1,0,1,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12,10.533633478,1.4663665217,0.7091098843
I,0,0,0,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,12,8.7200432963,3.2799567037,1.5842387282
M,1,1,0,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10,8.5055107046,1.4944892954,0.7237225789
F,1,0,1,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8,9.4503580253,-1.450358025,-0.70120936
I,0,0,0,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12,9.4449252673,2.5550747327,1.2368877632
I,0,0,0,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12,8.3186010526,3.6813989474,1.779491826
F,1,0,1,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,10,8.2840318746,1.7159681254,0.8331415735
M,1,1,0,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,5,4.3568616458,0.6431383542,0.3170856461
M,1,1,0,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5,3.705945886,1.294054114,0.6464407297
I,0,0,0,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11,10.180105635,0.8198943646,0.3967313045
F,1,0,1,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16,11.251514527,4.7484854734,2.2964446096
F,1,0,1,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11,10.127266687,0.8727333134,0.422016308
F,1,0,1,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,12,10.167533627,1.8324663732,0.8855638053
F,1,0,1,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14,10.114030984,3.8859690158,1.8774576203
I,0,0,0,0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,11,9.2456452399,1.7543547601,0.8488925474
I,0,0,0,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10,10.510232194,-0.510232194,-0.24700619
M,1,1,0,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,11,10.30078056,0.6992194399,0.3381817878
F,1,0,1,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16,10.719653453,5.280346547,2.5520608585
M,1,1,0,0.37,0.29,0.09,0.241,0.11,0.045,0.069,10,7.831647189,2.168352811,1.0488216876
M,1,1,0,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10,7.6269704891,2.3730295109,1.1478789321
I,0,0,0,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7,6.47117178,0.52882822,0.2556897959
I,0,0,0,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14,11.793389898,2.2066101023,1.079331482
I,0,0,0,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,14,11.301059884,2.6989401165,1.3078063985
I,0,0,0,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14,11.340704331,2.6592956688,1.3003801687
I,0,0,0,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17,13.682828631,3.3171713686,1.6274910321
I,0,0,0,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14,9.3978487892,4.6021512108,2.2304206498
F,1,0,1,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17,10.645415544,6.3545844561,3.0765799938
I,0,0,0,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,13,9.371168357,3.628831643,1.7569800992
F,1,0,1,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12,9.9004688462,2.0995311538,1.0233673788
I,0,0,0,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16,10.474062602,5.525937398,2.6942295134
M,1,1,0,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10,7.0941878542,2.9058121458,1.4081554632
I,0,0,0,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15,12.533095206,2.4669047936,1.2004349388
I,0,0,0,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,15,11.196831746,3.8031682537,1.8668902392
F,1,0,1,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,10,14.46270817,-4.46270817,-2.160234322
I,0,0,0,0.625,0.43,0.175,1.411,0.572,0.297,0.395,12,12.695880555,-0.695880555,-0.348826806
I,0,0,0,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15,12.33291618,2.6670838201,1.3010178737
F,1,0,1,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8,12.791022405,-4.791022405,-2.325284767
F,1,0,1,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,10,9.4514718369,0.5485281631,0.2652403296
I,0,0,0,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9,9.2593200963,-0.259320096,-0.125310558
M,1,1,0,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7,7.8524697131,-0.852469713,-0.413312377
F,1,0,1,0.505,0.38,0.145,0.651,0.2935,0.19,0.17,12,9.0975442498,2.9024557502,1.4055072811
I,0,0,0,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9,8.1201726282,0.8798273718,0.4255166611
M,1,1,0,0.4,0.315,0.105,0.287,0.1135,0.037,0.113,10,9.6841358398,0.3158641602,0.1528878355
M,1,1,0,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18,11.206547489,6.7934525105,3.2917336531
M,1,1,0,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11,7.2793359484,3.7206640516,1.8070491812
F,1,0,1,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,18,10.441625425,7.5583745745,3.6526238343
F,1,0,1,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10,10.196057959,-0.196057959,-0.094711779
M,1,1,0,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13,7.3932182912,5.6067817088,2.7127878444
I,0,0,0,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15,11.301742603,3.6982573972,1.8064753054
F,1,0,1,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12,10.206243333,1.793756667,0.8665033322
F,1,0,1,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10,9.4544635552,0.5455364448,0.2638546245
M,1,1,0,0.26,0.2,0.065,0.096,0.044,0.027,0.03,6,6.1164127496,-0.11641275,-0.056549507
I,0,0,0,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13,11.924538304,1.0754616963,0.5219215521
I,0,0,0,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14,12.049941562,1.9500584379,0.9460081588
M,1,1,0,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6,6.1272528077,-0.127252808,-0.061808978
F,1,0,1,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10,9.6136125967,0.3863874033,0.1869357756
M,1,1,0,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9,8.4083074889,0.5916925111,0.2864126114
I,0,0,0,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11,10.202489371,0.7975106286,0.3868924666
F,1,0,1,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18,13.394885777,4.6051142234,2.2326372034
F,1,0,1,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11,12.676276104,-1.676276104,-0.810083148
F,1,0,1,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16,14.955519235,1.0444807652,0.5067289895
I,0,0,0,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16,13.463719209,2.5362807914,1.2687030123
F,1,0,1,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,14,12.236330994,1.7636690064,0.8534005798
M,1,1,0,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23,15.310088466,7.6899115341,3.7240723965
I,0,0,0,0.335,0.24,0.095,0.17,0.062,0.039,0.055,9,7.0167134162,1.9832865838,0.9585916124
F,1,0,1,0.515,0.4,0.17,0.796,0.258,0.1755,0.28,16,14.097775616,1.9022243841,0.9205202959
F,1,0,1,0.345,0.255,0.1,0.197,0.071,0.051,0.06,9,8.5748205977,0.4251794023,0.206482138
M,1,1,0,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13,9.9682003925,3.0317996075,1.4648020736
M,1,1,0,0.54,0.415,0.17,0.879,0.339,0.208,0.255,10,11.882644235,-1.882644235,-0.910105257
M,1,1,0,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,9,9.9147648706,-0.914764871,-0.442002289
F,1,0,1,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11,10.166427319,0.8335726814,0.4033647575
M,1,1,0,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9,9.4215557473,-0.421555747,-0.204684913
M,1,1,0,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12,10.716324102,1.2836758983,0.6199867276
F,1,0,1,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14,14.624240926,-0.624240926,-0.30232603
I,0,0,0,0.275,0.205,0.08,0.096,0.036,0.0185,0.03,6,6.0091398351,-0.009139835,-0.004418534
F,1,0,1,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7,8.3556617057,-1.355661706,-0.657500436
F,1,0,1,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9,8.7794316386,0.2205683614,0.1068449137
F,1,0,1,0.42,0.33,0.125,0.463,0.186,0.11,0.145,10,10.04618381,-0.04618381,-0.022336497
M,1,1,0,0.35,0.26,0.09,0.198,0.0725,0.056,0.06,10,8.143551704,1.856448296,0.8981159221
M,1,1,0,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9,9.53056087,-0.53056087,-0.256383372
I,0,0,0,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8,5.648362404,2.351637596,1.1452442314
I,0,0,0,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,5,5.4914085136,-0.491408514,-0.237371813
I,0,0,0,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6,5.220153952,0.779846048,0.3771217131
I,0,0,0,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,5,5.2242250062,-0.224225006,-0.108349961
I,0,0,0,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5,5.376033324,-0.376033324,-0.181702382
I,0,0,0,0.2,0.145,0.05,0.036,0.0125,0.008,0.011,4,4.3964417024,-0.396441702,-0.191902315
F,1,0,1,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20,13.874171585,6.1258284151,2.958943812
M,1,1,0,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14,11.594348355,2.4056516451,1.1649945959
F,1,0,1,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13,13.784583199,-0.784583199,-0.38228912
M,1,1,0,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8,9.8107203493,-1.810720349,-0.87939389
M,1,1,0,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,17,13.642252754,3.3577472463,1.625234177
F,1,0,1,0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11,11.237136817,-0.237136817,-0.114505935
M,1,1,0,0.5,0.39,0.13,0.709,0.275,0.168,0.18,11,10.537631616,0.4623683844,0.2234730887
M,1,1,0,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9,9.3279435973,-0.327943597,-0.158596826
M,1,1,0,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16,11.611299427,4.3887005734,2.1237741062
F,1,0,1,0.37,0.275,0.08,0.227,0.093,0.0625,0.07,8,8.3719653414,-0.371965341,-0.180652433
M,1,1,0,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13,12.311680223,0.6883197766,0.3336002595
M,1,1,0,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11,10.811870043,0.1881299573,0.0914582897
M,1,1,0,0.565,0.44,0.175,1.122,0.393,0.2,0.375,20,15.374589676,4.6254103236,2.2410349761
M,1,1,0,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14,11.700135493,2.2998645069,1.1141276757
F,1,0,1,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,14,11.663799675,2.3362003247,1.1326585945
M,1,1,0,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14,11.580818033,2.419181967,1.175845029
F,1,0,1,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12,14.34119101,-2.34119101,-1.141619278
M,1,1,0,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18,12.21772015,5.7822798496,2.8069898557
M,1,1,0,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13,13.493117355,-0.493117355,-0.238849203
F,1,0,1,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8,11.153362144,-3.153362144,-1.536958493
F,1,0,1,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14,14.719225515,-0.719225515,-0.354403098
F,1,0,1,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13,13.557242984,-0.557242984,-0.269923941
M,1,1,0,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8,8.5091252645,-0.509125265,-0.246188334
M,1,1,0,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12,13.266654751,-1.266654751,-0.617816906
F,1,0,1,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14,14.250678786,-0.250678786,-0.121772685
M,1,1,0,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14,13.473571519,0.526428481,0.2548481403
I,0,0,0,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8,7.0223454054,0.9776545946,0.4720823642
F,1,0,1,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13,13.79426591,-0.79426591,-0.384291915
F,1,0,1,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11,11.123340208,-0.123340208,-0.059930246
M,1,1,0,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,14,12.516574801,1.4834251993,0.7193007371
M,1,1,0,0.49,0.39,0.135,0.592,0.242,0.096,0.1835,15,10.967282587,4.0327174133,1.9501956938
M,1,1,0,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7,9.1714142464,-2.171414246,-1.049364759
F,1,0,1,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10,16.434391285,-6.434391285,-3.128742357
F,1,0,1,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11,13.29515232,-2.29515232,-1.110944118
I,0,0,0,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8,7.3645685254,0.6354314746,0.3069409825
M,1,1,0,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9,10.274736724,-1.274736724,-0.617455315
M,1,1,0,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,12,13.550788569,-1.550788569,-0.752719331
F,1,0,1,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15,10.87341496,4.1265850399,2.0015756169
M,1,1,0,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12,14.370542505,-2.370542505,-1.146930761
M,1,1,0,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15,15.374192017,-0.374192017,-0.181907943
M,1,1,0,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,19,16.41318423,2.5868157699,1.2588115236
F,1,0,1,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,12,12.869212171,-0.869212171,-0.421198279
F,1,0,1,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9,8.9974173855,0.0025826145,0.0012562679
I,0,0,0,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5,5.8213895432,-0.821389543,-0.396686994
I,0,0,0,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,6,6.0593439515,-0.059343951,-0.028663098
I,0,0,0,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,6,7.6913360992,-1.691336099,-0.81995001
I,0,0,0,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6,6.4306348184,-0.430634818,-0.207962457
I,0,0,0,0.375,0.3,0.075,0.144,0.059,0.03,0.044,7,6.1589057523,0.8410942477,0.4072905319
I,0,0,0,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7,7.4832412858,-0.483241286,-0.233557131
I,0,0,0,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6,7.7205033167,-1.720503317,-0.830461389
I,0,0,0,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6,6.8933039094,-0.893303909,-0.431474266
I,0,0,0,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8,7.0656214919,0.9343785081,0.4515653704
I,0,0,0,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6,7.6727459801,-1.67274598,-0.807646416
M,1,1,0,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8,9.4376981436,-1.437698144,-0.694905984
F,1,0,1,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8,10.121903093,-2.121903093,-1.02569029
I,0,0,0,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8,8.6449358466,-0.644935847,-0.311459629
F,1,0,1,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8,8.8403548029,-0.840354803,-0.406519984
I,0,0,0,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10,8.6039543232,1.3960456768,0.6740942549
M,1,1,0,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7,8.116987722,-1.116987722,-0.540982531
M,1,1,0,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8,9.1816260024,-1.181626002,-0.570795563
I,0,0,0,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7,10.216540415,-3.216540415,-1.570100994
M,1,1,0,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9,8.504155539,0.495844461,0.2418843642
M,1,1,0,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9,9.3953304755,-0.395330475,-0.191138924
M,1,1,0,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11,11.130475589,-0.130475589,-0.063124863
F,1,0,1,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9,9.8456215131,-0.845621513,-0.408327196
M,1,1,0,0.58,0.46,0.18,1.145,0.48,0.277,0.325,11,11.50660792,-0.50660792,-0.244794497
M,1,1,0,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9,10.451720217,-1.451720217,-0.700863645
M,1,1,0,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9,10.805205191,-1.805205191,-0.872285206
M,1,1,0,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10,13.491491661,-3.491491661,-1.693814394
F,1,0,1,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9,11.536964181,-2.536964181,-1.284524894
F,1,0,1,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,8,10.599606146,-2.599606146,-1.259149545
F,1,0,1,0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,9,9.3689102402,-0.36891024,-0.178591897
M,1,1,0,0.605,0.475,0.175,1.201,0.5395,0.275,0.309,10,10.512983452,-0.512983452,-0.247705384
F,1,0,1,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10,9.6482643246,0.3517356754,0.1701255038
M,1,1,0,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10,11.790422288,-1.790422288,-0.864617847
M,1,1,0,0.64,0.585,0.195,1.647,0.7225,0.331,0.471,12,12.251438787,-0.251438787,-0.124263136
F,1,0,1,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11,12.964857328,-1.964857328,-0.949821512
F,1,0,1,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12,13.404131378,-1.404131378,-0.684652745
I,0,0,0,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11,16.446418659,-5.446418659,-2.922689867
M,1,1,0,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15,14.151239059,0.8487609414,0.411938454
F,1,0,1,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13,14.708682745,-1.708682745,-0.85170246
F,1,0,1,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13,12.665418324,0.3345816765,0.1620188549
F,1,0,1,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9,10.63608379,-1.63608379,-0.803148843
F,1,0,1,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14,14.442978649,-0.442978649,-0.218448209
F,1,0,1,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10,10.762863696,-0.762863696,-0.369243258
F,1,0,1,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10,10.978635035,-0.978635035,-0.483622922
I,0,0,0,0.205,0.15,0.065,0.04,0.02,0.011,0.013,4,4.5731387013,-0.573138701,-0.277933229
I,0,0,0,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4,5.0622832021,-1.062283202,-0.514515415
I,0,0,0,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5,5.0756623883,-0.075662388,-0.036625815
I,0,0,0,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,4,5.5600422059,-1.560042206,-0.753832552
I,0,0,0,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5,5.5497762954,-0.549776295,-0.265843453
I,0,0,0,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5,5.673867616,-0.673867616,-0.32594785
I,0,0,0,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,6,5.912861396,0.087138604,0.0420811306
I,0,0,0,0.31,0.225,0.075,0.155,0.065,0.037,0.0365,6,5.9894982585,0.0105017415,0.0050727785
I,0,0,0,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7,6.2902032368,0.7097967632,0.3428036009
I,0,0,0,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7,7.0805893135,-0.080589313,-0.038970065
I,0,0,0,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6,6.8743428813,-0.874342881,-0.422494816
I,0,0,0,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6,6.566051381,-0.566051381,-0.27337256
I,0,0,0,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7,7.4960614748,-0.496061475,-0.239463637
I,0,0,0,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6,6.2807947412,-0.280794741,-0.136027571
I,0,0,0,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7,7.5800870795,-0.580087079,-0.280082933
I,0,0,0,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7,7.7870715663,-0.787071566,-0.379880119
I,0,0,0,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6,8.013504698,-2.013504698,-0.973141455
I,0,0,0,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6,7.6447000612,-1.644700061,-0.794298739
I,0,0,0,0.44,0.355,0.12,0.495,0.231,0.11,0.125,7,8.2615867306,-1.261586731,-0.609667176
I,0,0,0,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,6,8.2880951917,-2.288095192,-1.105951139
I,0,0,0,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,8,8.5991400033,-0.599140003,-0.28922962
F,1,0,1,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7,9.5748218278,-2.574821828,-1.243716627
F,1,0,1,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6,8.9757906761,-2.975790676,-1.438238066
I,0,0,0,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7,7.6005019261,-0.600501926,-0.290078834
I,0,0,0,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6,7.6847272612,-1.684727261,-0.813675762
I,0,0,0,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7,7.5553463969,-0.555346397,-0.268147805
M,1,1,0,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9,8.2981966184,0.7018033816,0.3394416489
I,0,0,0,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7,7.449766966,-0.449766966,-0.217935687
I,0,0,0,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8,7.7754950395,0.2245049605,0.1085101071
M,1,1,0,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8,8.4870261943,-0.487026194,-0.235557885
M,1,1,0,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,7,8.9820884922,-1.982088492,-0.959115979
I,0,0,0,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7,8.0525317433,-1.052531743,-0.509372267
I,0,0,0,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7,9.3537392134,-2.353739213,-1.137018334
M,1,1,0,0.515,0.395,0.12,0.646,0.285,0.1365,0.172,9,9.4702530553,-0.470253055,-0.227144407
M,1,1,0,0.525,0.415,0.135,0.7945,0.394,0.189,0.202,7,8.5433028135,-1.543302813,-0.745518382
M,1,1,0,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8,8.4909461834,-0.490946183,-0.237366058
F,1,0,1,0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6,8.229234133,-2.229234133,-1.085030995
M,1,1,0,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,6,9.6064425554,-3.606442555,-1.741775553
F,1,0,1,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8,9.429911819,-1.429911819,-0.691497647
M,1,1,0,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9,9.8084785071,-0.808478507,-0.390481006
F,1,0,1,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8,7.733899515,0.266100485,0.1296252591
