Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Square Root[Rings],Predicted Square Root[Rings],Residual Square Root[Rings],Studentized Resid Square Root[Rings]
F,1,0,1,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,10,3.1622776602,3.6677847022,-0.505507042,-1.676463778
I,0,0,0,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10,3.1622776602,3.1496571716,0.0126204886,0.0421775435
M,1,1,0,0.64,0.49,0.155,1.1285,0.477,0.269,0.34,9,3,3.2810874549,-0.281087455,-0.931823698
F,1,0,1,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,11,3.3166247904,3.0917900325,0.2248347579,0.7469418856
F,1,0,1,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12,3.4641016151,3.304592889,0.1595087262,0.5306162969
M,1,1,0,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11,3.3166247904,3.2035590718,0.1130657186,0.3754058018
F,1,0,1,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,16,4,3.6260967579,0.3739032421,1.2422778025
I,0,0,0,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,10,3.1622776602,3.2934001482,-0.131122488,-0.439685443
F,1,0,1,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13,3.6055512755,3.3680300502,0.2375212252,0.7873955106
F,1,0,1,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,10,3.1622776602,3.5033949656,-0.341117305,-1.13408085
F,1,0,1,0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,11,3.3166247904,3.5199568525,-0.203332062,-0.678307851
F,1,0,1,0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,10,3.1622776602,3.4017169707,-0.239439311,-0.793250064
M,1,1,0,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9,3,3.2603841506,-0.260384151,-0.863824598
F,1,0,1,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10,3.1622776602,3.6187764676,-0.456498807,-1.517188573
M,1,1,0,0.66,0.51,0.175,1.218,0.5055,0.303,0.37,11,3.3166247904,3.3182193362,-0.001594546,-0.00528951
F,1,0,1,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10,3.1622776602,3.4724282375,-0.310150577,-1.032638572
M,1,1,0,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12,3.4641016151,3.5820899457,-0.117988331,-0.392289937
M,1,1,0,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,12,3.4641016151,3.3018628769,0.1622387382,0.5373684997
F,1,0,1,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,12,3.4641016151,3.3900656407,0.0740359744,0.2466653557
M,1,1,0,0.675,0.515,0.15,1.312,0.556,0.2845,0.4115,11,3.3166247904,3.3714400332,-0.054815243,-0.182306109
F,1,0,1,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,11,3.3166247904,3.3848467105,-0.06822192,-0.226233894
M,1,1,0,0.68,0.54,0.19,1.623,0.7165,0.354,0.4715,12,3.4641016151,3.4330637864,0.0310378288,0.1028523546
M,1,1,0,0.68,0.54,0.155,1.534,0.671,0.379,0.384,10,3.1622776602,3.2697334674,-0.107455807,-0.357223375
M,1,1,0,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10,3.1622776602,3.3864047346,-0.224127074,-0.751023384
M,1,1,0,0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,11,3.3166247904,3.5973821816,-0.280757391,-0.932819437
M,1,1,0,0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,13,3.6055512755,3.3892128973,0.2163383781,0.7176434688
F,1,0,1,0.7,0.575,0.205,1.773,0.605,0.447,0.538,13,3.6055512755,3.9467573087,-0.341206033,-1.146146589
M,1,1,0,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,12,3.4641016151,3.2607245253,0.2033770898,0.6750021072
M,1,1,0,0.7,0.55,0.195,1.6245,0.675,0.347,0.535,13,3.6055512755,3.5761824516,0.0293688239,0.0975814571
F,1,0,1,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10,3.1622776602,3.1558927469,0.0063849133,0.0214155509
F,1,0,1,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12,3.4641016151,3.3831632943,0.0809383209,0.2688412339
M,1,1,0,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,11,3.3166247904,3.3982498117,-0.081625021,-0.272458191
F,1,0,1,0.725,0.57,0.205,1.6195,0.744,0.315,0.488,11,3.3166247904,3.3531778244,-0.036553034,-0.121657114
F,1,0,1,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,11,3.3166247904,3.2078697323,0.1087550581,0.3662842499
M,1,1,0,0.76,0.605,0.215,2.173,0.801,0.4915,0.646,13,3.6055512755,3.8107345281,-0.205183253,-0.689216811
I,0,0,0,0.135,0.13,0.04,0.029,0.0125,0.0065,0.008,4,2,1.8946774333,0.1053225667,0.3571872759
I,0,0,0,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4,2,1.828928044,0.171071956,0.572288301
I,0,0,0,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5,2.2360679775,2.1343863749,0.1016816026,0.3373907977
I,0,0,0,0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,6,2.4494897428,2.3810431894,0.0684465534,0.2267141882
I,0,0,0,0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,7,2.6457513111,2.3503820174,0.2953692937,0.9783731036
I,0,0,0,0.285,0.215,0.06,0.0935,0.031,0.023,0.03,6,2.4494897428,2.391835248,0.0576544947,0.191044078
I,0,0,0,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,5,2.2360679775,2.3712446565,-0.135176679,-0.447685244
I,0,0,0,0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,6,2.4494897428,2.3134071761,0.1360825667,0.4509393414
I,0,0,0,0.29,0.21,0.065,0.097,0.0375,0.022,0.03,6,2.4494897428,2.3767585191,0.0727312237,0.2408842734
I,0,0,0,0.32,0.24,0.07,0.133,0.0585,0.0255,0.041,6,2.4494897428,2.4467357621,0.0027539806,0.0091198181
I,0,0,0,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,7,2.6457513111,2.4063169988,0.2394343123,0.7933451285
I,0,0,0,0.335,0.25,0.08,0.1695,0.0695,0.044,0.0495,6,2.4494897428,2.5323508469,-0.082861104,-0.274350319
I,0,0,0,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7,2.6457513111,2.4774877278,0.1682635832,0.558729865
I,0,0,0,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6,2.4494897428,2.4548915008,-0.005401758,-0.017903388
I,0,0,0,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9,3,2.5932014727,0.4067985273,1.3482062069
I,0,0,0,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6,2.4494897428,2.5416520737,-0.092162331,-0.305129177
I,0,0,0,0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7,2.6457513111,2.5411778425,0.1045734685,0.3462496757
I,0,0,0,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6,2.4494897428,2.5484809581,-0.098991215,-0.327769518
I,0,0,0,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,7,2.6457513111,2.5195086565,0.1262426545,0.4179714184
I,0,0,0,0.395,0.29,0.095,0.3,0.158,0.068,0.078,7,2.6457513111,2.5574394306,0.0883118805,0.2924112338
I,0,0,0,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7,2.6457513111,2.5343666471,0.111384664,0.3732158072
I,0,0,0,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,8,2.8284271247,2.7522940917,0.0761330331,0.25212862
I,0,0,0,0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,7,2.6457513111,2.6351069173,0.0106443938,0.0352513096
I,0,0,0,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8,2.8284271247,2.7325222657,0.095904859,0.3178238498
I,0,0,0,0.435,0.325,0.12,0.346,0.159,0.084,0.095,7,2.6457513111,2.746621099,-0.100869788,-0.334171211
M,1,1,0,0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,8,2.8284271247,2.8138187768,0.014608348,0.0485140434
I,0,0,0,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,7,2.6457513111,2.8355943576,-0.189843047,-0.62820313
M,1,1,0,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,10,3.1622776602,2.9537554027,0.2085222575,0.6918813988
I,0,0,0,0.47,0.375,0.105,0.441,0.167,0.0865,0.145,10,3.1622776602,2.9431808457,0.2190968144,0.7267927017
I,0,0,0,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8,2.8284271247,2.7724257209,0.0560014039,0.1854359796
M,1,1,0,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,9,3,2.8812074002,0.1187925998,0.393425544
M,1,1,0,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12,3.4641016151,3.0083106701,0.455790945,1.5099676392
M,1,1,0,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10,3.1622776602,3.0557347679,0.1065428922,0.3532550656
I,0,0,0,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9,3,3.0959717738,-0.095971774,-0.322359651
M,1,1,0,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,9,3,3.0391462081,-0.039146208,-0.129629638
M,1,1,0,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,9,3,2.9198882744,0.0801117256,0.2652682648
F,1,0,1,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,9,3,3.1449672655,-0.144967265,-0.48047643
F,1,0,1,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,9,3,3.1547326894,-0.154732689,-0.512520902
M,1,1,0,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,11,3.3166247904,3.218180662,0.0984441283,0.3259008966
F,1,0,1,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,10,3.1622776602,3.3167160304,-0.15443837,-0.513801874
F,1,0,1,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,9,3,3.2645699941,-0.264569994,-0.877644104
M,1,1,0,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9,3,3.077548052,-0.077548052,-0.256665895
F,1,0,1,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10,3.1622776602,3.1494910152,0.012786645,0.0423712375
M,1,1,0,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9,3,3.0230915558,-0.023091556,-0.076530962
M,1,1,0,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10,3.1622776602,3.1078316389,0.0544460212,0.1803206313
F,1,0,1,0.6,0.45,0.14,0.837,0.37,0.177,0.2425,10,3.1622776602,3.1406236295,0.0216540307,0.0718324558
M,1,1,0,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12,3.4641016151,3.2424821992,0.221619416,0.7352118469
M,1,1,0,0.61,0.49,0.16,1.112,0.465,0.228,0.341,10,3.1622776602,3.4163475373,-0.254069877,-0.841105197
F,1,0,1,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14,3.7416573868,3.653262745,0.0883946418,0.2934292924
M,1,1,0,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,9,3,3.2336672817,-0.233667282,-0.774317284
I,0,0,0,0.255,0.19,0.06,0.086,0.04,0.0185,0.025,5,2.2360679775,2.2660465128,-0.029978535,-0.099304819
I,0,0,0,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5,2.2360679775,2.3089617583,-0.072893781,-0.241442094
I,0,0,0,0.28,0.215,0.08,0.132,0.072,0.022,0.033,5,2.2360679775,2.3541855362,-0.118117559,-0.391658882
I,0,0,0,0.285,0.215,0.07,0.1075,0.051,0.0225,0.027,6,2.4494897428,2.3525282136,0.0969615292,0.3210968524
I,0,0,0,0.32,0.255,0.085,0.1745,0.072,0.033,0.057,8,2.8284271247,2.5868016915,0.2416254332,0.8005099424
I,0,0,0,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,8,2.8284271247,2.5255432609,0.3028838639,1.0031786746
I,0,0,0,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8,2.8284271247,2.6149016106,0.2135255142,0.7069774434
I,0,0,0,0.395,0.295,0.1,0.293,0.14,0.062,0.082,7,2.6457513111,2.6484621836,-0.002710873,-0.008971812
F,1,0,1,0.4,0.305,0.16,0.368,0.173,0.0705,0.105,7,2.6457513111,2.9732465738,-0.327495263,-1.099378634
I,0,0,0,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8,2.8284271247,2.6766284185,0.1517987062,0.5026108021
I,0,0,0,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7,2.6457513111,2.6803445586,-0.034593248,-0.114685682
I,0,0,0,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6,2.4494897428,2.6505025575,-0.201012815,-0.666072364
I,0,0,0,0.44,0.305,0.115,0.379,0.162,0.091,0.11,9,3,2.7730924366,0.2269075634,0.7530953976
I,0,0,0,0.445,0.32,0.12,0.378,0.152,0.0825,0.12,8,2.8284271247,2.8765391167,-0.048111992,-0.159465152
M,1,1,0,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8,2.8284271247,3.0207957835,-0.192368659,-0.637137897
F,1,0,1,0.455,0.355,1.13,0.594,0.332,0.116,0.1335,8,2.8284271247,2.8675655854,-0.039138461,-2.074376515
M,1,1,0,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8,2.8284271247,2.8681671345,-0.03974001,-0.131642708
M,1,1,0,0.46,0.345,0.11,0.4595,0.235,0.0885,0.116,7,2.6457513111,2.8268827722,-0.181131461,-0.600338236
M,1,1,0,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7,2.6457513111,2.786928783,-0.141177472,-0.468214333
I,0,0,0,0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,9,3,2.7368983845,0.2631016155,0.8728606879
F,1,0,1,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,7,2.6457513111,3.1081009758,-0.462349665,-1.532913973
I,0,0,0,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8,2.8284271247,2.8946303941,-0.066203269,-0.219746799
M,1,1,0,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8,2.8284271247,3.1754624011,-0.347035276,-1.150018995
I,0,0,0,0.49,0.37,0.11,0.538,0.271,0.1035,0.139,8,2.8284271247,2.7607791497,0.0676479751,0.2241059058
M,1,1,0,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9,3,3.1412251285,-0.141225128,-0.467773375
F,1,0,1,0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,8,2.8284271247,3.1225987044,-0.29417158,-0.974072641
M,1,1,0,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7,2.6457513111,2.8948165915,-0.24906528,-0.824856914
M,1,1,0,0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,8,2.8284271247,2.9213168135,-0.092889689,-0.309363202
M,1,1,0,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8,2.8284271247,2.9036799936,-0.075252869,-0.24939065
F,1,0,1,0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,8,2.8284271247,3.1173480274,-0.288920903,-0.956657427
F,1,0,1,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,10,3.1622776602,3.2608617489,-0.098584089,-0.32905805
F,1,0,1,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9,3,2.9569463689,0.0430536311,0.1426097398
F,1,0,1,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9,3,3.1204735205,-0.12047352,-0.398990475
M,1,1,0,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,9,3,2.8737366324,0.1262633676,0.4187961234
I,0,0,0,0.55,0.42,0.115,0.668,0.2925,0.137,0.209,11,3.3166247904,2.9582527325,0.3583720579,1.1894005853
F,1,0,1,0.565,0.44,0.135,0.83,0.393,0.1735,0.238,9,3,3.085949039,-0.085949039,-0.284654231
M,1,1,0,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,8,2.8284271247,3.1264375557,-0.298010431,-0.990437468
F,1,0,1,0.58,0.435,0.15,0.839,0.3485,0.207,0.192,7,2.6457513111,3.137035351,-0.49128404,-1.631928533
F,1,0,1,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,11,3.3166247904,3.5861911291,-0.269566339,-0.894521801
M,1,1,0,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9,3,3.1526828378,-0.152682838,-0.505725815
F,1,0,1,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,10,3.1622776602,3.3382762644,-0.175998604,-0.583204817
F,1,0,1,0.61,0.43,0.14,0.909,0.438,0.2,0.22,8,2.8284271247,2.9279859393,-0.099558815,-0.331663672
M,1,1,0,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,8,2.8284271247,3.3349442392,-0.506517114,-1.677179387
F,1,0,1,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9,3,3.1036723039,-0.103672304,-0.343471852
M,1,1,0,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,9,3,3.1767437747,-0.176743775,-0.586824953
M,1,1,0,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8,2.8284271247,3.1161700189,-0.287742894,-0.955929856
F,1,0,1,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10,3.1622776602,3.2176953696,-0.055417709,-0.184398103
M,1,1,0,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11,3.3166247904,3.404256026,-0.087631236,-0.29068118
F,1,0,1,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12,3.4641016151,2.9343818658,0.5297197493,1.9190789855
F,1,0,1,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10,3.1622776602,3.4722796103,-0.31000195,-1.028721709
F,1,0,1,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,10,3.1622776602,2.8631336799,0.2991439803,1.0154098548
M,1,1,0,0.72,0.585,0.22,1.914,0.9155,0.448,0.479,11,3.3166247904,3.3274281098,-0.010803319,-0.036004606
F,1,0,1,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,12,3.4641016151,3.5837816905,-0.119680075,-0.399400078
F,1,0,1,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10,3.1622776602,3.8457722692,-0.683494609,-2.499756385
M,1,1,0,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,17,4.1231056256,3.7145776115,0.4085280141,1.4110655146
F,1,0,1,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8,2.8284271247,3.0126063488,-0.184179224,-0.610192043
M,1,1,0,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,10,3.1622776602,3.3618767698,-0.19959911,-0.661336886
F,1,0,1,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11,3.3166247904,3.3009008842,0.0157239061,0.0521557921
I,0,0,0,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7,2.6457513111,2.7276308567,-0.081879546,-0.271084845
M,1,1,0,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7,2.6457513111,2.862825773,-0.217074462,-0.719922495
M,1,1,0,0.5,0.39,0.145,0.651,0.273,0.132,0.22,11,3.3166247904,3.2857721873,0.0308526031,0.1021668444
M,1,1,0,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7,2.6457513111,3.0465836312,-0.40083232,-1.331999062
M,1,1,0,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,8,2.8284271247,3.1956514937,-0.367224369,-1.219272067
F,1,0,1,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10,3.1622776602,3.0283457861,0.133931874,0.4443461304
I,0,0,0,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10,3.1622776602,2.7457911726,0.4164864876,1.3790234691
M,1,1,0,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19,4.3588989435,3.3367846551,1.0221142884,3.3876675002
I,0,0,0,0.41,0.31,0.11,0.315,0.124,0.082,0.095,9,3,2.8038870336,0.1961129664,0.6494438698
M,1,1,0,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9,3,2.8849779863,0.1150220137,0.3811050875
F,1,0,1,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11,3.3166247904,3.1836090533,0.1330157371,0.4404618363
M,1,1,0,0.585,0.48,0.185,1.04,0.434,0.265,0.285,10,3.1622776602,3.3074042919,-0.145126632,-0.482315549
M,1,1,0,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,14,3.7416573868,3.5416834281,0.1999739586,0.6629724627
F,1,0,1,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15,3.8729833462,4.043182145,-0.170198799,-0.57042259
M,1,1,0,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,27,5.1961524227,4.3334323438,0.8627200789,3.122552667
M,1,1,0,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,13,3.6055512755,3.3647886789,0.2407625966,0.7969241276
I,0,0,0,0.325,0.25,0.055,0.166,0.076,0.051,0.045,5,2.2360679775,2.39986803,-0.163800053,-0.544567503
I,0,0,0,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9,3,2.6673199426,0.3326800574,1.104863112
M,1,1,0,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8,2.8284271247,2.9635206296,-0.135093505,-0.447733897
I,0,0,0,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,7,2.6457513111,2.71595864,-0.070207329,-0.232431399
I,0,0,0,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,4,2,1.7658520437,0.2341479563,0.7851970134
I,0,0,0,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3,1.7320508076,1.9888069194,-0.256756112,-0.85370176
I,0,0,0,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,6,2.4494897428,2.3471780861,0.1023116567,0.3399300189
F,1,0,1,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7,2.6457513111,2.768671569,-0.122920258,-0.409475207
F,1,0,1,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8,2.8284271247,3.1046943917,-0.276267267,-0.915111507
I,0,0,0,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9,3,2.8492238028,0.1507761972,0.501639187
M,1,1,0,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7,2.6457513111,2.9917116154,-0.345960304,-1.146188473
I,0,0,0,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9,3,2.9332475857,0.0667524143,0.2210604623
F,1,0,1,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,11,3.3166247904,3.0890795655,0.2275452249,0.7541830748
F,1,0,1,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6,2.4494897428,2.5013212243,-0.051831482,-0.175852758
M,1,1,0,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7,2.6457513111,2.8255660977,-0.179814787,-0.596469701
M,1,1,0,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8,2.8284271247,3.1776079421,-0.349180817,-1.157914334
F,1,0,1,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10,3.1622776602,3.1985939564,-0.036316296,-0.120291968
I,0,0,0,0.4,0.31,0.1,0.127,0.106,0.071,0.085,7,2.6457513111,2.4317917738,0.2139595373,0.718687205
M,1,1,0,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,12,3.4641016151,3.6800634117,-0.215961797,-0.716819376
M,1,1,0,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,12,3.4641016151,3.2582306567,0.2058709584,0.6824779434
M,1,1,0,0.585,0.455,0.14,0.97,0.462,0.185,0.295,9,3,3.1830208963,-0.183020896,-0.60643228
M,1,1,0,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6,2.4494897428,2.6751857773,-0.225696035,-0.748792443
F,1,0,1,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,10,3.1622776602,3.204289972,-0.042012312,-0.139114403
M,1,1,0,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9,3,3.0057222043,-0.005722204,-0.018958196
F,1,0,1,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,8,2.8284271247,3.1482431878,-0.319816063,-1.060959355
M,1,1,0,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12,3.4641016151,3.0167730261,0.447328589,1.4908237972
F,1,0,1,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9,3,3.4612484014,-0.461248401,-1.534203133
F,1,0,1,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10,3.1622776602,3.3637436276,-0.201465967,-0.667945119
F,1,0,1,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16,4,3.3846119898,0.6153880102,2.045717023
M,1,1,0,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,14,3.7416573868,3.6330340336,0.1086233532,0.3605099984
F,1,0,1,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10,3.1622776602,3.1132260537,0.0490516065,0.1625184801
I,0,0,0,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7,2.6457513111,2.4867333656,0.1590179455,0.5264376916
I,0,0,0,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,9,3,2.8232808343,0.1767191657,0.5849666044
M,1,1,0,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10,3.1622776602,3.0454634377,0.1168142225,0.3871742585
M,1,1,0,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9,3,3.1068744889,-0.106874489,-0.354127032
F,1,0,1,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9,3,3.0643233508,-0.064323351,-0.213212212
M,1,1,0,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11,3.3166247904,3.1711789685,0.1454458219,0.4840008273
M,1,1,0,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,12,3.4641016151,3.3203919448,0.1437096703,0.476792078
M,1,1,0,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8,2.8284271247,2.99259411,-0.164166985,-0.544538689
M,1,1,0,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,7,2.6457513111,2.50946544,0.1362858711,0.4535590698
M,1,1,0,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10,3.1622776602,3.0922166062,0.070061054,0.2321373331
F,1,0,1,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,18,4.2426406871,3.4511180544,0.7915226327,2.636234167
F,1,0,1,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8,2.8284271247,2.9649697489,-0.136542624,-0.453836673
I,0,0,0,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,5,2.2360679775,2.3693011017,-0.133233124,-0.442149488
M,1,1,0,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10,3.1622776602,3.2527872413,-0.090509581,-0.299740964
M,1,1,0,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16,4,3.8237533942,0.1762466058,0.5857067464
M,1,1,0,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,12,3.4641016151,3.9104673804,-0.446365765,-1.495921885
M,1,1,0,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17,4.1231056256,4.1723754566,-0.049269831,-0.170005142
M,1,1,0,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,14,3.7416573868,3.5750902981,0.1665670887,0.5560057987
