Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Log[Rings],Predicted Log[Rings],Residual Log[Rings],Studentized Resid Log[Rings]
I,0,0,0,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8,2.0794415417,2.0501061889,0.0293353528,0.158575836
M,1,1,0,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3,1.0986122887,1.4755581725,-0.376945884,-2.07437618
F,1,0,1,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12,2.4849066498,2.2195084375,0.2653982123,1.4371885326
F,1,0,1,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12,2.4849066498,2.332858359,0.1520482908,0.8229939874
I,0,0,0,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,12,2.4849066498,2.1287828835,0.3561237663,1.9252963626
M,1,1,0,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10,2.302585093,2.1037728214,0.1988122716,1.0776224209
F,1,0,1,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8,2.0794415417,2.2237494933,-0.144307952,-0.780920569
I,0,0,0,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12,2.4849066498,2.2125260626,0.2723805872,1.475866093
I,0,0,0,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12,2.4849066498,2.0835286693,0.4013779805,2.1716047097
F,1,0,1,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,10,2.302585093,2.0630460106,0.2395390824,1.3017575015
M,1,1,0,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,5,1.6094379124,1.4591485653,0.1502893471,0.8293626787
M,1,1,0,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5,1.6094379124,1.3186072489,0.2908306636,1.6261499343
I,0,0,0,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11,2.3978952728,2.2878571965,0.1100380763,0.5959717526
F,1,0,1,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16,2.7725887222,2.3859579287,0.3866307935,2.0928659846
F,1,0,1,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11,2.3978952728,2.2730551752,0.1248400976,0.675687519
F,1,0,1,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,12,2.4849066498,2.280002923,0.2049037268,1.1083522803
F,1,0,1,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14,2.6390573296,2.2859052068,0.3531521228,1.9097510074
I,0,0,0,0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,11,2.3978952728,2.1885568474,0.2093384254,1.1337789047
I,0,0,0,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10,2.302585093,2.3168349668,-0.014249874,-0.077213834
M,1,1,0,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,11,2.3978952728,2.3061332694,0.0917620034,0.4967566917
F,1,0,1,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16,2.7725887222,2.3361628871,0.4364258352,2.3609303224
M,1,1,0,0.37,0.29,0.09,0.241,0.11,0.045,0.069,10,2.302585093,2.0504769278,0.2521081652,1.3649059948
M,1,1,0,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10,2.302585093,2.00123728,0.301347813,1.6315677318
I,0,0,0,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7,1.9459101491,1.8266827224,0.1192274267,0.6452367013
I,0,0,0,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14,2.6390573296,2.4802057117,0.1588516179,0.8696910543
I,0,0,0,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,14,2.6390573296,2.4124861368,0.2265711928,1.2288504076
I,0,0,0,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14,2.6390573296,2.4217728647,0.2172844649,1.1892591624
I,0,0,0,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17,2.8332133441,2.6480490027,0.1851643413,1.0168389379
I,0,0,0,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14,2.6390573296,2.2086762312,0.4303810984,2.3346576237
F,1,0,1,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17,2.8332133441,2.3418756267,0.4913377173,2.6625960111
I,0,0,0,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,13,2.5649493575,2.1856527016,0.3792966559,2.0555268494
F,1,0,1,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12,2.4849066498,2.247930875,0.2369757748,1.2928773152
I,0,0,0,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16,2.7725887222,2.3089453545,0.4636433678,2.5302113414
M,1,1,0,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10,2.302585093,1.923168144,0.379416949,2.0579931022
I,0,0,0,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15,2.7080502011,2.5068921492,0.2011580519,1.0956397422
I,0,0,0,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,15,2.7080502011,2.3917979317,0.3162522694,1.7376048266
F,1,0,1,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,10,2.302585093,2.6425022838,-0.339917191,-1.841703106
I,0,0,0,0.625,0.43,0.175,1.411,0.572,0.297,0.395,12,2.4849066498,2.550900225,-0.065993575,-0.370272045
I,0,0,0,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15,2.7080502011,2.4966232184,0.2114269827,1.1543862044
F,1,0,1,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8,2.0794415417,2.5201043378,-0.440662796,-2.393858347
F,1,0,1,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,10,2.302585093,2.2184491692,0.0841359237,0.4553718849
I,0,0,0,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9,2.1972245773,2.1986931782,-0.001468601,-0.007943271
M,1,1,0,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7,1.9459101491,2.0295736448,-0.083663496,-0.454024801
F,1,0,1,0.505,0.38,0.145,0.651,0.2935,0.19,0.17,12,2.4849066498,2.2129589086,0.2719477411,1.4739985827
I,0,0,0,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9,2.1972245773,2.072257886,0.1249666914,0.6764839387
M,1,1,0,0.4,0.315,0.105,0.287,0.1135,0.037,0.113,10,2.302585093,2.2310648408,0.0715202522,0.3874768284
M,1,1,0,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18,2.8903717579,2.3618831151,0.5284886428,2.8662490261
M,1,1,0,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11,2.3978952728,1.9426564539,0.4552388189,2.4747590438
F,1,0,1,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,18,2.8903717579,2.3082085235,0.5821632344,3.1489475753
F,1,0,1,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10,2.302585093,2.2965772668,0.0060078262,0.0324848599
M,1,1,0,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13,2.5649493575,1.9807128479,0.5842365096,3.1639892087
I,0,0,0,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15,2.7080502011,2.4122086492,0.2958415519,1.6174772623
F,1,0,1,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12,2.4849066498,2.2983148426,0.1865918072,1.0088890248
F,1,0,1,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10,2.302585093,2.209715192,0.092869901,0.5027592175
M,1,1,0,0.26,0.2,0.065,0.096,0.044,0.027,0.03,6,1.7917594692,1.7876159369,0.0041435323,0.0225290628
I,0,0,0,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13,2.5649493575,2.4376008923,0.1273484652,0.6917483256
I,0,0,0,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14,2.6390573296,2.4582653011,0.1807920285,0.9816816002
M,1,1,0,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6,1.7917594692,1.7866010701,0.0051583991,0.0280442124
F,1,0,1,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10,2.302585093,2.2369781072,0.0656069858,0.3552741983
M,1,1,0,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9,2.1972245773,2.0740264649,0.1231981124,0.667489189
I,0,0,0,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11,2.3978952728,2.2778542101,0.1200410626,0.6518200912
F,1,0,1,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18,2.8903717579,2.577337966,0.3130337919,1.6986859326
F,1,0,1,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11,2.3978952728,2.5169835084,-0.119088236,-0.644164849
F,1,0,1,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16,2.7725887222,2.6879644571,0.0846242651,0.4595304896
I,0,0,0,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16,2.7725887222,2.6533594853,0.119229237,0.667558793
F,1,0,1,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,14,2.6390573296,2.4744396216,0.164617708,0.8915722016
M,1,1,0,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23,3.1354942159,2.7158786114,0.4196156045,2.2745344519
I,0,0,0,0.335,0.24,0.095,0.17,0.062,0.039,0.055,9,2.1972245773,1.9082794389,0.2889451385,1.5631752138
F,1,0,1,0.515,0.4,0.17,0.796,0.258,0.1755,0.28,16,2.7725887222,2.6308062408,0.1417824815,0.7679594956
F,1,0,1,0.345,0.255,0.1,0.197,0.071,0.051,0.06,9,2.1972245773,2.0985034056,0.0987211718,0.5366173257
M,1,1,0,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13,2.5649493575,2.2767487914,0.288200566,1.5585380185
M,1,1,0,0.54,0.415,0.17,0.879,0.339,0.208,0.255,10,2.302585093,2.447364442,-0.144779349,-0.783382925
M,1,1,0,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,9,2.1972245773,2.2683800156,-0.071155438,-0.384828525
F,1,0,1,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11,2.3978952728,2.293952567,0.1039427058,0.562979542
M,1,1,0,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9,2.1972245773,2.2319771446,-0.034752567,-0.188869499
M,1,1,0,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12,2.4849066498,2.3389330542,0.1459735956,0.7891243206
F,1,0,1,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14,2.6390573296,2.6559639787,-0.016906649,-0.091648415
I,0,0,0,0.275,0.205,0.08,0.096,0.036,0.0185,0.03,6,1.7917594692,1.7541473274,0.0376121419,0.2035223161
F,1,0,1,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7,1.9459101491,2.0785665783,-0.132656429,-0.720140336
F,1,0,1,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9,2.1972245773,2.1329240078,0.0643005695,0.3486338672
F,1,0,1,0.42,0.33,0.125,0.463,0.186,0.11,0.145,10,2.302585093,2.2713271955,0.0312578975,0.1692112329
M,1,1,0,0.35,0.26,0.09,0.198,0.0725,0.056,0.06,10,2.302585093,2.0671706271,0.2354144659,1.2747552272
M,1,1,0,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9,2.1972245773,2.2218168834,-0.024592306,-0.133014201
I,0,0,0,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8,2.0794415417,1.7433592395,0.3360823022,1.831966296
I,0,0,0,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,5,1.6094379124,1.6850446351,-0.075606723,-0.408781282
I,0,0,0,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6,1.7917594692,1.6075457305,0.1842137388,0.9971001856
I,0,0,0,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,5,1.6094379124,1.6194020244,-0.009964112,-0.053892388
I,0,0,0,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5,1.6094379124,1.6477765588,-0.038338646,-0.207355319
I,0,0,0,0.2,0.145,0.05,0.036,0.0125,0.008,0.011,4,1.3862943611,1.4532012109,-0.06690685,-0.362506319
F,1,0,1,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20,2.9957322736,2.6075821252,0.3881501484,2.098532814
M,1,1,0,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14,2.6390573296,2.4224339919,0.2166233377,1.1741958276
F,1,0,1,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13,2.5649493575,2.5713045923,-0.006355235,-0.034660008
M,1,1,0,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8,2.0794415417,2.2395931773,-0.160151636,-0.870577738
M,1,1,0,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,17,2.8332133441,2.5792152062,0.2539981378,1.3760765538
F,1,0,1,0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11,2.3978952728,2.3840337899,0.0138614829,0.0749174217
M,1,1,0,0.5,0.39,0.13,0.709,0.275,0.168,0.18,11,2.3978952728,2.325430473,0.0724647998,0.392020082
M,1,1,0,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9,2.1972245773,2.220259029,-0.023034452,-0.124685896
M,1,1,0,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16,2.7725887222,2.4288653063,0.3437234159,1.8617681952
F,1,0,1,0.37,0.275,0.08,0.227,0.093,0.0625,0.07,8,2.0794415417,2.0795579194,-0.000116378,-0.000632638
M,1,1,0,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13,2.5649493575,2.491628164,0.0733211934,0.3977496215
M,1,1,0,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11,2.3978952728,2.3583226048,0.039572668,0.2153300139
M,1,1,0,0.565,0.44,0.175,1.122,0.393,0.2,0.375,20,2.9957322736,2.7116874198,0.2840448537,1.5403854658
M,1,1,0,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14,2.6390573296,2.4373494863,0.2017078433,1.0937035333
F,1,0,1,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,14,2.6390573296,2.4410030111,0.1980543185,1.074774562
M,1,1,0,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14,2.6390573296,2.4236860001,0.2153713295,1.1716922508
F,1,0,1,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12,2.4849066498,2.6416752834,-0.156768634,-0.855633415
M,1,1,0,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18,2.8903717579,2.4865070992,0.4038646587,2.1944298628
M,1,1,0,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13,2.5649493575,2.5684694591,-0.003520102,-0.01908415
F,1,0,1,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8,2.0794415417,2.3951881068,-0.315746565,-1.722546847
F,1,0,1,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14,2.6390573296,2.6859294474,-0.046872118,-0.258518197
F,1,0,1,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13,2.5649493575,2.5993131418,-0.034363784,-0.186312459
M,1,1,0,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8,2.0794415417,2.1102503895,-0.030808848,-0.166748677
M,1,1,0,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12,2.4849066498,2.5592553957,-0.074348746,-0.405900229
F,1,0,1,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14,2.6390573296,2.6574364613,-0.018379132,-0.09993127
M,1,1,0,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14,2.6390573296,2.5608186457,0.0782386839,0.4239432697
I,0,0,0,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8,2.0794415417,1.921278779,0.1581627627,0.8548318421
F,1,0,1,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13,2.5649493575,2.6052122348,-0.040262877,-0.218044055
F,1,0,1,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11,2.3978952728,2.388010975,0.0098842978,0.0537565423
M,1,1,0,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,14,2.6390573296,2.5012633757,0.1377939539,0.7478579814
M,1,1,0,0.49,0.39,0.135,0.592,0.242,0.096,0.1835,15,2.7080502011,2.35401811,0.3540320911,1.9163161095
M,1,1,0,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7,1.9459101491,2.1917972496,-0.245887101,-1.330036795
F,1,0,1,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10,2.302585093,2.8229553982,-0.520370305,-2.832167649
F,1,0,1,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11,2.3978952728,2.5591353491,-0.161240076,-0.873570206
I,0,0,0,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8,2.0794415417,1.9950464647,0.084395077,0.4562967626
M,1,1,0,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9,2.1972245773,2.297128942,-0.099904365,-0.5416436
M,1,1,0,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,12,2.4849066498,2.5891714176,-0.104264768,-0.566450776
F,1,0,1,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15,2.7080502011,2.3740085046,0.3340416965,1.8135352471
M,1,1,0,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12,2.4849066498,2.6437827153,-0.158876066,-0.86038345
M,1,1,0,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15,2.7080502011,2.7311000807,-0.02304988,-0.125420903
M,1,1,0,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,19,2.9444389792,2.8069419899,0.1374969892,0.7489149779
F,1,0,1,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,12,2.4849066498,2.5171872041,-0.032280554,-0.17508377
F,1,0,1,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9,2.1972245773,2.1173926988,0.0798318786,0.4346534813
I,0,0,0,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5,1.6094379124,1.7335374027,-0.12409949,-0.670830666
I,0,0,0,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,6,1.7917594692,1.7823096215,0.0094498478,0.0510876105
I,0,0,0,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,6,1.7917594692,1.9432540331,-0.151494564,-0.822050739
I,0,0,0,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6,1.7917594692,1.8458026515,-0.054043182,-0.292119689
I,0,0,0,0.375,0.3,0.075,0.144,0.059,0.03,0.044,7,1.9459101491,1.8670327621,0.078877387,0.4275198502
I,0,0,0,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7,1.9459101491,1.987791025,-0.041880876,-0.226562994
I,0,0,0,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6,1.7917594692,2.0234996436,-0.231740174,-1.252014558
I,0,0,0,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6,1.7917594692,1.9366872289,-0.14492776,-0.783522299
I,0,0,0,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8,2.0794415417,1.9586867484,0.1207547933,0.6532001645
I,0,0,0,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6,1.7917594692,2.0188289194,-0.22706945,-1.227139968
M,1,1,0,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8,2.0794415417,2.232397819,-0.152956277,-0.827503353
F,1,0,1,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8,2.0794415417,2.2767109422,-0.1972694,-1.067319737
I,0,0,0,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8,2.0794415417,2.1302521056,-0.050810564,-0.274652388
F,1,0,1,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8,2.0794415417,2.1670996975,-0.087658156,-0.47463052
I,0,0,0,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10,2.302585093,2.130394747,0.172190346,0.9306232837
M,1,1,0,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7,1.9459101491,2.0957741548,-0.149864006,-0.812411938
M,1,1,0,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8,2.0794415417,2.2050515445,-0.125610003,-0.679154985
I,0,0,0,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7,1.9459101491,2.2879601775,-0.342050028,-1.868840876
M,1,1,0,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9,2.1972245773,2.1503395172,0.0468850601,0.2560005654
M,1,1,0,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9,2.1972245773,2.2244168442,-0.027192267,-0.147156135
M,1,1,0,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11,2.3978952728,2.3763109677,0.0215843051,0.1168835437
F,1,0,1,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9,2.1972245773,2.2712071714,-0.073982594,-0.399858154
M,1,1,0,0.58,0.46,0.18,1.145,0.48,0.277,0.325,11,2.3978952728,2.4224746279,-0.024579355,-0.132936511
M,1,1,0,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9,2.1972245773,2.3222260821,-0.125001505,-0.675476067
M,1,1,0,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9,2.1972245773,2.3567606174,-0.15953604,-0.862849116
M,1,1,0,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10,2.302585093,2.5620888832,-0.25950379,-1.409102655
F,1,0,1,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9,2.1972245773,2.3973037864,-0.200079209,-1.133898732
F,1,0,1,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,8,2.0794415417,2.3388325316,-0.25939099,-1.406270162
F,1,0,1,0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,9,2.1972245773,2.2326502958,-0.035425718,-0.191956943
M,1,1,0,0.605,0.475,0.175,1.201,0.5395,0.275,0.309,10,2.302585093,2.3337182601,-0.031133167,-0.168267216
F,1,0,1,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10,2.302585093,2.2590036872,0.0435814058,0.2359382519
M,1,1,0,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10,2.302585093,2.4443201657,-0.141735073,-0.766108302
M,1,1,0,0.64,0.585,0.195,1.647,0.7225,0.331,0.471,12,2.4849066498,2.4683919104,0.0165147394,0.0913536454
F,1,0,1,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11,2.3978952728,2.5336915092,-0.135796236,-0.734755476
F,1,0,1,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12,2.4849066498,2.5740999158,-0.089193266,-0.486786801
I,0,0,0,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11,2.3978952728,2.8235563884,-0.425661116,-2.556700218
M,1,1,0,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15,2.7080502011,2.6188893442,0.0891608569,0.4843566874
F,1,0,1,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13,2.5649493575,2.642015951,-0.077066594,-0.429968608
F,1,0,1,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13,2.5649493575,2.5140472231,0.0509021343,0.2758948005
F,1,0,1,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9,2.1972245773,2.3821458657,-0.184921288,-1.016065077
F,1,0,1,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14,2.6390573296,2.6231593506,0.015897979,0.0877509305
F,1,0,1,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10,2.302585093,2.368374438,-0.065789345,-0.356422659
F,1,0,1,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10,2.302585093,2.3905686523,-0.087983559,-0.486666848
I,0,0,0,0.205,0.15,0.065,0.04,0.02,0.011,0.013,4,1.3862943611,1.5071451266,-0.120850765,-0.655955323
I,0,0,0,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4,1.3862943611,1.5942744599,-0.207980099,-1.127519275
I,0,0,0,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5,1.6094379124,1.5763920852,0.0330458272,0.1790473908
I,0,0,0,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,4,1.3862943611,1.6940744483,-0.307780087,-1.664650921
I,0,0,0,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5,1.6094379124,1.6867034819,-0.077265569,-0.418186575
I,0,0,0,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5,1.6094379124,1.7277431598,-0.118305247,-0.640503726
I,0,0,0,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,6,1.7917594692,1.7511608575,0.0405986117,0.2194482403
I,0,0,0,0.31,0.225,0.075,0.155,0.065,0.037,0.0365,6,1.7917594692,1.7693158794,0.0224435898,0.1213447569
I,0,0,0,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7,1.9459101491,1.8066383388,0.1392718102,0.7528677585
I,0,0,0,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7,1.9459101491,1.9118568759,0.0340532731,0.1843132892
I,0,0,0,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6,1.7917594692,1.9132345073,-0.121475038,-0.657008166
I,0,0,0,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6,1.7917594692,1.8904818405,-0.098722371,-0.533652763
I,0,0,0,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7,1.9459101491,1.9891959793,-0.04328583,-0.233880463
I,0,0,0,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6,1.7917594692,1.8658756161,-0.074116147,-0.40187864
I,0,0,0,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7,1.9459101491,2.0122813058,-0.066371157,-0.358688091
I,0,0,0,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7,1.9459101491,2.041108154,-0.095198005,-0.514285532
I,0,0,0,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6,1.7917594692,2.0490890651,-0.257329596,-1.392057524
I,0,0,0,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6,1.7917594692,2.0146463947,-0.222886925,-1.204830286
I,0,0,0,0.44,0.355,0.12,0.495,0.231,0.11,0.125,7,1.9459101491,2.0845783803,-0.138668231,-0.750061364
I,0,0,0,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,6,1.7917594692,2.0827884059,-0.291028937,-1.574498104
I,0,0,0,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,8,2.0794415417,2.121616138,-0.042174596,-0.227881727
F,1,0,1,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7,1.9459101491,2.2357382458,-0.289828097,-1.56696343
F,1,0,1,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6,1.7917594692,2.1786311934,-0.386871724,-2.092856769
I,0,0,0,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7,1.9459101491,2.0269424349,-0.081032286,-0.43813086
I,0,0,0,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6,1.7917594692,2.0373304453,-0.245570976,-1.327525677
I,0,0,0,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7,1.9459101491,2.0217150099,-0.075804861,-0.409686318
M,1,1,0,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9,2.1972245773,2.1079674968,0.0892570805,0.4832106161
I,0,0,0,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7,1.9459101491,2.0141453691,-0.06823522,-0.370078206
I,0,0,0,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8,2.0794415417,2.0436250047,0.035816537,0.193763496
M,1,1,0,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8,2.0794415417,2.1359900015,-0.05654846,-0.306133055
M,1,1,0,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,7,1.9459101491,2.1964505879,-0.250540439,-1.356969348
