Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Log[Rings],Pred Formula Log[Rings],Predicted Log[Rings],Residual Log[Rings],Studentized Resid Log[Rings],Lower 95% Mean Log[Rings],Upper 95% Mean Log[Rings]
M,1,1,0,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9,2.1972245773,2.2460790956,2.2460790956,-0.048854518,-0.260857688,2.2338546686,2.2583035226
M,1,1,0,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10,2.302585093,2.2848909403,2.2848909403,0.0176941527,0.0944719214,2.2733437313,2.2964381494
F,1,0,1,0.6,0.45,0.14,0.837,0.37,0.177,0.2425,10,2.302585093,2.2806905492,2.2806905492,0.0218945438,0.1169423741,2.2653761623,2.2960049361
M,1,1,0,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12,2.4849066498,2.3384876923,2.3384876923,0.1464189575,0.78195077,2.324307431,2.3526679537
M,1,1,0,0.61,0.49,0.16,1.112,0.465,0.228,0.341,10,2.302585093,2.4280066821,2.4280066821,-0.125421589,-0.669577218,2.4177287496,2.4382846147
F,1,0,1,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14,2.6390573296,2.5515392376,2.5515392376,0.087518092,0.4674446409,2.5362992148,2.5667792604
M,1,1,0,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,9,2.1972245773,2.3414795511,2.3414795511,-0.144254974,-0.770357368,2.3277587961,2.355200306
I,0,0,0,0.255,0.19,0.06,0.086,0.04,0.0185,0.025,5,1.6094379124,1.6231111669,1.6231111669,-0.013673254,-0.073064291,1.6042200158,1.642002318
I,0,0,0,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5,1.6094379124,1.6470374884,1.6470374884,-0.037599576,-0.200893069,1.6290072527,1.6650677241
I,0,0,0,0.28,0.215,0.08,0.132,0.072,0.022,0.033,5,1.6094379124,1.6769551844,1.6769551844,-0.067517272,-0.360727403,1.6592329363,1.6946774325
I,0,0,0,0.285,0.215,0.07,0.1075,0.051,0.0225,0.027,6,1.7917594692,1.6978458346,1.6978458346,0.0939136346,0.501723368,1.6806306881,1.7150609812
I,0,0,0,0.32,0.255,0.085,0.1745,0.072,0.033,0.057,8,2.0794415417,1.8666521387,1.8666521387,0.212789403,1.1367805503,1.8496006455,1.8837036319
I,0,0,0,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,8,2.0794415417,1.8512189683,1.8512189683,0.2282225734,1.2190170874,1.8355999267,1.8668380099
I,0,0,0,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8,2.0794415417,1.9021389092,1.9021389092,0.1773026325,0.9467755192,1.8891050996,1.9151727187
I,0,0,0,0.395,0.295,0.1,0.293,0.14,0.062,0.082,7,1.9459101491,1.9379486087,1.9379486087,0.0079615404,0.0425121179,1.9253063668,1.9505908506
F,1,0,1,0.4,0.305,0.16,0.368,0.173,0.0705,0.105,7,1.9459101491,2.1016530673,2.1016530673,-0.155742918,-0.831869815,2.0861164162,2.1171897184
I,0,0,0,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8,2.0794415417,1.9871721439,1.9871721439,0.0922693978,0.4927133143,1.9740250948,2.0003191929
I,0,0,0,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7,1.9459101491,1.9335070866,1.9335070866,0.0124030624,0.0662294917,1.9206977207,1.9463164525
I,0,0,0,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6,1.7917594692,1.9246460215,1.9246460215,-0.132886552,-0.709631303,1.9111467682,1.9381452747
I,0,0,0,0.44,0.305,0.115,0.379,0.162,0.091,0.11,9,2.1972245773,2.0293750488,2.0293750488,0.1678495285,0.8967919495,2.0115250913,2.0472250063
I,0,0,0,0.445,0.32,0.12,0.378,0.152,0.0825,0.12,8,2.0794415417,2.0865441176,2.0865441176,-0.007102576,-0.037938494,2.0706688831,2.102419352
M,1,1,0,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8,2.0794415417,2.1950306589,2.1950306589,-0.115589117,-0.617211775,2.1823488226,2.2077124952
F,1,0,1,0.455,0.355,1.13,0.594,0.332,0.116,0.1335,8,2.0794415417,2.0256338587,2.0256338587,0.053807683,0.2875455596,2.0062712015,2.044996516
M,1,1,0,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8,2.0794415417,2.1222722546,2.1222722546,-0.042830713,-0.228729373,2.1084345955,2.1361099137
M,1,1,0,0.46,0.345,0.11,0.4595,0.235,0.0885,0.116,7,1.9459101491,2.0878116457,2.0878116457,-0.141901497,-0.757888551,2.0728588071,2.1027644843
M,1,1,0,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7,1.9459101491,2.0656325386,2.0656325386,-0.11972239,-0.639499484,2.0497451677,2.0815199095
I,0,0,0,0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,9,2.1972245773,2.0707991337,2.0707991337,0.1264254436,0.675044232,2.0586042355,2.0829940319
F,1,0,1,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,7,1.9459101491,2.2439941626,2.2439941626,-0.298084014,-1.591861241,2.2301590109,2.2578293144
I,0,0,0,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8,2.0794415417,2.077181563,2.077181563,0.0022599787,0.0120724035,2.0608214274,2.0935416986
M,1,1,0,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8,2.0794415417,2.2897524446,2.2897524446,-0.210310903,-1.123127844,2.2758975099,2.3036073794
I,0,0,0,0.49,0.37,0.11,0.538,0.271,0.1035,0.139,8,2.0794415417,2.0584358067,2.0584358067,0.021005735,0.1121719243,2.0450622768,2.0718093366
M,1,1,0,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9,2.1972245773,2.2835189717,2.2835189717,-0.086294394,-0.4609033,2.2683833705,2.2986545728
F,1,0,1,0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,8,2.0794415417,2.2548700433,2.2548700433,-0.175428502,-0.936543112,2.2446147769,2.2651253097
M,1,1,0,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7,1.9459101491,2.1428364598,2.1428364598,-0.196926311,-1.051524919,2.1301897154,2.1554832043
M,1,1,0,0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,8,2.0794415417,2.1621119669,2.1621119669,-0.082670425,-0.441732476,2.1436207943,2.1806031395
M,1,1,0,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8,2.0794415417,2.1792583295,2.1792583295,-0.099816788,-0.532963886,2.1671541969,2.1913624621
F,1,0,1,0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,8,2.0794415417,2.2642320685,2.2642320685,-0.184790527,-0.986573641,2.253325746,2.2751383911
F,1,0,1,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,10,2.302585093,2.3156036789,2.3156036789,-0.013018586,-0.069551993,2.2982078521,2.3329995057
F,1,0,1,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9,2.1972245773,2.1697601055,2.1697601055,0.0274644718,0.1466408206,2.1579299472,2.1815902638
F,1,0,1,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9,2.1972245773,2.2558174046,2.2558174046,-0.058592827,-0.312800272,2.2457132115,2.2659215977
M,1,1,0,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,9,2.1972245773,2.1508777071,2.1508777071,0.0463468703,0.2475423809,2.1357028194,2.1660525947
I,0,0,0,0.55,0.42,0.115,0.668,0.2925,0.137,0.209,11,2.3978952728,2.2269304735,2.2269304735,0.1709647993,0.9131826408,2.2113163743,2.2425445727
F,1,0,1,0.565,0.44,0.135,0.83,0.393,0.1735,0.238,9,2.1972245773,2.2454953589,2.2454953589,-0.048270782,-0.257710906,2.2346271636,2.2563635542
M,1,1,0,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,8,2.0794415417,2.2484729182,2.2484729182,-0.169031377,-0.90256494,2.2359418943,2.2610039421
F,1,0,1,0.58,0.435,0.15,0.839,0.3485,0.207,0.192,7,1.9459101491,2.2858064265,2.2858064265,-0.339896277,-1.815620254,2.2696520873,2.3019607657
F,1,0,1,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,11,2.3978952728,2.5459107357,2.5459107357,-0.148015463,-0.790464769,2.5318772187,2.5599442528
M,1,1,0,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9,2.1972245773,2.252486512,2.252486512,-0.055261935,-0.295069962,2.2402618144,2.2647112096
F,1,0,1,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,10,2.302585093,2.3996385627,2.3996385627,-0.09705347,-0.518102556,2.3901036067,2.4091735188
F,1,0,1,0.61,0.43,0.14,0.909,0.438,0.2,0.22,8,2.0794415417,2.182467152,2.182467152,-0.10302561,-0.550659349,2.1619325911,2.203001713
M,1,1,0,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,8,2.0794415417,2.3979437001,2.3979437001,-0.318502158,-1.700594434,2.3859897309,2.4098976692
F,1,0,1,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9,2.1972245773,2.2543961843,2.2543961843,-0.057171607,-0.305291988,2.2412870663,2.2675053023
M,1,1,0,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,9,2.1972245773,2.2567257884,2.2567257884,-0.059501211,-0.317787385,2.2419298678,2.271521709
M,1,1,0,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8,2.0794415417,2.2398545686,2.2398545686,-0.160413027,-0.856677362,2.2257719003,2.253937237
F,1,0,1,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10,2.302585093,2.3536236995,2.3536236995,-0.051038606,-0.27269062,2.3357769324,2.3714704665
M,1,1,0,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11,2.3978952728,2.4366597988,2.4366597988,-0.038764526,-0.207080664,2.4200051595,2.4533144381
F,1,0,1,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12,2.4849066498,2.2234969684,2.2234969684,0.2614096813,1.4062754826,2.1771060527,2.2698878841
F,1,0,1,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10,2.302585093,2.4761753684,2.4761753684,-0.173590275,-0.927846734,2.4554451609,2.4969055759
F,1,0,1,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,10,2.302585093,2.1471771289,2.1471771289,0.1554079641,0.8319398736,2.1181449417,2.1762093162
M,1,1,0,0.72,0.585,0.22,1.914,0.9155,0.448,0.479,11,2.3978952728,2.4064699798,2.4064699798,-0.008574707,-0.045888491,2.3789025467,2.4340374128
F,1,0,1,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,12,2.4849066498,2.5500504879,2.5500504879,-0.065143838,-0.348905271,2.518810742,2.5812902337
F,1,0,1,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10,2.302585093,2.5166902353,2.5166902353,-0.214105142,-1.145483882,2.4905336739,2.5428467968
M,1,1,0,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,17,2.8332133441,2.5906602297,2.5906602297,0.2425531144,1.3109860841,2.5323890452,2.6489314142
F,1,0,1,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8,2.0794415417,2.2123156787,2.2123156787,-0.132874137,-0.709377769,2.201776764,2.2228545935
M,1,1,0,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,10,2.302585093,2.3976570251,2.3976570251,-0.095071932,-0.507575111,2.386802249,2.4085118013
F,1,0,1,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11,2.3978952728,2.3676613436,2.3676613436,0.0302339292,0.1614342327,2.35538278,2.3799399073
I,0,0,0,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7,1.9459101491,2.0246268773,2.0246268773,-0.078716728,-0.420390638,2.010361541,2.0388922135
M,1,1,0,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7,1.9459101491,2.0987286699,2.0987286699,-0.152818521,-0.816460889,2.0810915677,2.116365772
M,1,1,0,0.5,0.39,0.145,0.651,0.273,0.132,0.22,11,2.3978952728,2.3446100543,2.3446100543,0.0532852185,0.2845026643,2.3328865104,2.3563335981
M,1,1,0,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7,1.9459101491,2.2647550751,2.2647550751,-0.318844926,-1.70303453,2.2492807364,2.2802294138
M,1,1,0,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,8,2.0794415417,2.317762341,2.317762341,-0.238320799,-1.273119886,2.3010652419,2.3344594402
F,1,0,1,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10,2.302585093,2.1767776177,2.1767776177,0.1258074753,0.6719808642,2.161173204,2.1923820315
I,0,0,0,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10,2.302585093,1.9818327251,1.9818327251,0.3207523679,1.7130617243,1.9671993187,1.9964661315
M,1,1,0,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19,2.9444389792,2.3582874124,2.3582874124,0.5861515668,3.1296358706,2.3464507027,2.3701241221
I,0,0,0,0.41,0.31,0.11,0.315,0.124,0.082,0.095,9,2.1972245773,2.0371876496,2.0371876496,0.1600369277,0.8546172108,2.0236953348,2.0506799645
M,1,1,0,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9,2.1972245773,2.112993771,2.112993771,0.0842308063,0.4500241749,2.0952603779,2.1307271642
F,1,0,1,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11,2.3978952728,2.2954392503,2.2954392503,0.1024560225,0.5470723963,2.2830032365,2.3078752641
M,1,1,0,0.585,0.48,0.185,1.04,0.434,0.265,0.285,10,2.302585093,2.3887357972,2.3887357972,-0.086150704,-0.460010553,2.3762585927,2.4012130018
M,1,1,0,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,14,2.6390573296,2.5018779175,2.5018779175,0.1371794121,0.7325937713,2.4878697636,2.5158860714
F,1,0,1,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15,2.7080502011,2.8797897102,2.8797897102,-0.171739509,-0.919534361,2.8499283282,2.9096510922
M,1,1,0,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,27,3.295836866,2.9750351029,2.9750351029,0.3208017631,1.7393085557,2.9101492609,3.0399209449
M,1,1,0,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,13,2.5649493575,2.3962895479,2.3962895479,0.1686598096,0.9003399862,2.3870771605,2.4055019353
I,0,0,0,0.325,0.25,0.055,0.166,0.076,0.051,0.045,5,1.6094379124,1.8151377861,1.8151377861,-0.205699874,-1.098776455,1.799046759,1.8312288132
I,0,0,0,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9,2.1972245773,2.0543116473,2.0543116473,0.1429129301,0.7631045164,2.0417467447,2.0668765498
M,1,1,0,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8,2.0794415417,2.2152626861,2.2152626861,-0.135821144,-0.72515209,2.2040223172,2.226503055
I,0,0,0,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,7,1.9459101491,1.9980263771,1.9980263771,-0.052116228,-0.278368951,1.9824745642,2.0135781901
I,0,0,0,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,4,1.3862943611,1.1656149451,1.1656149451,0.220679416,1.1896162871,1.1136608829,1.2175690074
I,0,0,0,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3,1.0986122887,1.3610968464,1.3610968464,-0.262484558,-1.407027378,1.3264455377,1.3957481551
I,0,0,0,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,6,1.7917594692,1.7595754206,1.7595754206,0.0321840486,0.1719023358,1.744158144,1.7749926972
F,1,0,1,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7,1.9459101491,2.0452851877,2.0452851877,-0.099375039,-0.530994712,2.026731632,2.0638387434
F,1,0,1,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8,2.0794415417,2.2618587859,2.2618587859,-0.182417244,-0.973929902,2.2506158878,2.2731016839
I,0,0,0,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9,2.1972245773,2.1030868024,2.1030868024,0.0941377749,0.5028316038,2.0873206515,2.1188529534
M,1,1,0,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7,1.9459101491,2.1961614361,2.1961614361,-0.250251287,-1.33679651,2.1798091486,2.2125137236
I,0,0,0,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9,2.1972245773,2.1719521761,2.1719521761,0.0252724012,0.134962517,2.1581139267,2.1857904256
F,1,0,1,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,11,2.3978952728,2.2213836041,2.2213836041,0.1765116687,0.9427474468,2.2063567913,2.2364104169
F,1,0,1,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6,1.7917594692,1.8034003609,1.8034003609,-0.011640892,-0.062372223,1.7705177634,1.8362829584
M,1,1,0,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7,1.9459101491,2.0993352779,2.0993352779,-0.153425129,-0.819581967,2.0828523727,2.1158181832
M,1,1,0,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8,2.0794415417,2.2867343644,2.2867343644,-0.207292823,-1.107382592,2.2699248658,2.303543863
F,1,0,1,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10,2.302585093,2.3039303833,2.3039303833,-0.00134529,-0.007183653,2.2909559603,2.3169048062
I,0,0,0,0.4,0.31,0.1,0.127,0.106,0.071,0.085,7,1.9459101491,1.8769942021,1.8769942021,0.068915947,0.3689199014,1.8480292508,1.9059591534
M,1,1,0,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,12,2.4849066498,2.5632046027,2.5632046027,-0.078297953,-0.418250036,2.5469170054,2.5794922
M,1,1,0,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,12,2.4849066498,2.3564725818,2.3564725818,0.1284340679,0.6860056393,2.3409281532,2.3720170105
M,1,1,0,0.585,0.455,0.14,0.97,0.462,0.185,0.295,9,2.1972245773,2.2897115503,2.2897115503,-0.092486973,-0.493828881,2.2775631766,2.3018599239
M,1,1,0,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6,1.7917594692,1.9781679352,1.9781679352,-0.186408466,-0.996546232,1.9562613703,2.0000745001
F,1,0,1,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,10,2.302585093,2.3270832255,2.3270832255,-0.024498133,-0.130779711,2.3174599103,2.3367065408
M,1,1,0,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9,2.1972245773,2.2001309476,2.2001309476,-0.00290637,-0.015521262,2.1860827401,2.214179155
F,1,0,1,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,8,2.0794415417,2.2681984888,2.2681984888,-0.188756947,-1.008192647,2.2527917065,2.2836052711
M,1,1,0,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12,2.4849066498,2.2545713955,2.2545713955,0.2303352543,1.2302665231,2.23920068,2.2699421109
F,1,0,1,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9,2.1972245773,2.5170602138,2.5170602138,-0.319835637,-1.708445327,2.5009901403,2.5331302873
F,1,0,1,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10,2.302585093,2.4354816963,2.4354816963,-0.132896603,-0.709472507,2.4254076092,2.4455557835
F,1,0,1,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16,2.7725887222,2.4364394525,2.4364394525,0.3361492697,1.7946569371,2.4255483579,2.4473305471
M,1,1,0,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,14,2.6390573296,2.5510196748,2.5510196748,0.0880376548,0.4702818012,2.5346536527,2.5673856969
F,1,0,1,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10,2.302585093,2.2443984636,2.2443984636,0.0581866293,0.3107071836,2.2314540631,2.2573428642
I,0,0,0,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7,1.9459101491,1.8098133841,1.8098133841,0.136096765,0.726848531,1.7953297121,1.824297056
I,0,0,0,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,9,2.1972245773,2.0946119458,2.0946119458,0.1026126315,0.5479645481,2.0811148658,2.1081090259
M,1,1,0,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10,2.302585093,2.2466604897,2.2466604897,0.0559246033,0.298654612,2.232830038,2.2604909414
M,1,1,0,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9,2.1972245773,2.2646226972,2.2646226972,-0.06739812,-0.35997237,2.2496074049,2.2796379895
F,1,0,1,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9,2.1972245773,2.2004567467,2.2004567467,-0.003232169,-0.017264241,2.1847942164,2.216119277
M,1,1,0,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11,2.3978952728,2.3406089468,2.3406089468,0.057286326,0.3059712913,2.3254226553,2.3557952383
M,1,1,0,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,12,2.4849066498,2.3460170319,2.3460170319,0.1388896178,0.7417821765,2.3313102214,2.3607238425
M,1,1,0,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8,2.0794415417,2.2038907306,2.2038907306,-0.124449189,-0.664886027,2.1863286448,2.2214528163
M,1,1,0,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,7,1.9459101491,1.8466955047,1.8466955047,0.0992146444,0.5309976576,1.8187679673,1.8746230421
M,1,1,0,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10,2.302585093,2.2722530267,2.2722530267,0.0303320663,0.1619834038,2.2583730849,2.2861329684
F,1,0,1,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,18,2.8903717579,2.4660945945,2.4660945945,0.4242771634,2.2709872984,2.4376385916,2.4945505974
F,1,0,1,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8,2.0794415417,2.1236246385,2.1236246385,-0.044183097,-0.236037532,2.1066045541,2.1406447229
I,0,0,0,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,5,1.6094379124,1.6744555829,1.6744555829,-0.06501767,-0.347365225,1.6568970629,1.6920141029
M,1,1,0,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10,2.302585093,2.3821224158,2.3821224158,-0.079537323,-0.424587547,2.3728645812,2.3913802504
M,1,1,0,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16,2.7725887222,2.628892368,2.628892368,0.1436963542,0.7680792438,2.6080217454,2.6497629906
M,1,1,0,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,12,2.4849066498,2.6654987033,2.6654987033,-0.180592054,-0.965540894,2.6430308711,2.6879665355
M,1,1,0,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17,2.8332133441,2.9151350873,2.9151350873,-0.081921743,-0.441099966,2.8662485357,2.9640216388
M,1,1,0,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,14,2.6390573296,2.4835337772,2.4835337772,0.1555235525,0.8305880583,2.4691922,2.4978753543
F,1,0,1,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,12,2.4849066498,2.4325738453,2.4325738453,0.0523328045,0.2794007014,2.4215632868,2.4435844038
M,1,1,0,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,19,2.9444389792,2.6015884318,2.6015884318,0.3428505473,1.8330574499,2.5791317207,2.6240451429
F,1,0,1,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17,2.8332133441,2.9698860146,2.9698860146,-0.136672671,-0.741636193,2.9033098038,3.0364622254
F,1,0,1,0.71,0.565,0.195,1.817,0.785,0.492,0.49,11,2.3978952728,2.4531878744,2.4531878744,-0.055292602,-0.295479676,2.4338538016,2.4725219471
F,1,0,1,0.55,0.47,0.15,0.897,0.377,0.184,0.29,9,2.1972245773,2.404596906,2.404596906,-0.207372329,-1.107963422,2.3866941698,2.4224996422
M,1,1,0,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5,1.6094379124,2.1337020405,2.1337020405,-0.524264128,-2.801576745,2.1145000058,2.1529040753
F,1,0,1,0.61,0.45,0.16,1.136,0.414,0.311,0.3,9,2.1972245773,2.5040176656,2.5040176656,-0.306793088,-1.63964282,2.4840048566,2.5240304746
I,0,0,0,0.38,0.28,0.085,0.2735,0.115,0.061,0.085,6,1.7917594692,1.9594609463,1.9594609463,-0.167701477,-0.895532383,1.9461311381,1.9727907546
F,1,0,1,0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,5,1.6094379124,2.0674039016,2.0674039016,-0.457965989,-2.447258506,2.0482950738,2.0865127294
M,1,1,0,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6,1.7917594692,1.970464662,1.970464662,-0.178705193,-0.955794097,1.9459527555,1.9949765684
I,0,0,0,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4,1.3862943611,1.2866277683,1.2866277683,0.0996665928,0.5351975019,1.2457430912,1.3275124455
M,1,1,0,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7,1.9459101491,1.8880251526,1.8880251526,0.0578849964,0.3096709616,1.8621946888,1.9138556165
I,0,0,0,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6,1.7917594692,1.3614639129,1.3614639129,0.4302955564,2.3067131998,1.3265650588,1.3963627669
I,0,0,0,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5,1.6094379124,1.4710310627,1.4710310627,0.1384068498,0.7406975088,1.4434769624,1.498585163
M,1,1,0,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10,2.302585093,2.3228182649,2.3228182649,-0.020233172,-0.108125724,2.3034126982,2.3422238317
F,1,0,1,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,13,2.5649493575,2.4388538984,2.4388538984,0.126095459,0.6733015716,2.426346423,2.4513613739
M,1,1,0,0.575,0.45,0.185,0.925,0.342,0.197,0.35,12,2.4849066498,2.5694953549,2.5694953549,-0.084588705,-0.451792768,2.5543666119,2.5846240978
F,1,0,1,0.57,0.45,0.17,1.098,0.414,0.187,0.405,20,2.9957322736,2.6266482981,2.6266482981,0.3690839755,1.9723801622,2.6072367016,2.6460598945
F,1,0,1,0.58,0.45,0.235,1.071,0.3,0.206,0.395,14,2.6390573296,2.891702686,2.891702686,-0.252645356,-1.352310208,2.8632471465,2.9201582255
F,1,0,1,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15,2.7080502011,2.5451268242,2.5451268242,0.1629233769,0.8701556937,2.530274067,2.5599795813
F,1,0,1,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,14,2.6390573296,2.6984314001,2.6984314001,-0.05937407,-0.317281267,2.6793065639,2.7175562362
F,1,0,1,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,21,3.0445224377,2.668378997,2.668378997,0.3761434407,2.0179586863,2.6306657305,2.7060922634
M,1,1,0,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16,2.7725887222,2.4905029976,2.4905029976,0.2820857247,1.5065760593,2.4757258423,2.5052801528
M,1,1,0,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13,2.5649493575,2.6651657904,2.6651657904,-0.100216433,-0.535512596,2.646316138,2.6840154428
M,1,1,0,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,6,1.7917594692,2.810659668,2.810659668,-1.018900199,-5.456450635,2.7799740672,2.8413452689
I,0,0,0,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6,1.7917594692,1.7975492514,1.7975492514,-0.005789782,-0.030923123,1.7825393471,1.8125591556
M,1,1,0,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9,2.1972245773,2.2003893246,2.2003893246,-0.003164747,-0.016898922,2.1876415844,2.2131370648
